ID;Ganancia;Online;CategoriaEdad;CategoriaIngresos;Permanencia;Municipio
17204;-126;0;7;6;14.41;Salsipuedes
17205;-38;0;3;4;7.58;Salsipuedes
17206;21;0;4;4;5.91;Macumba
17207;-1;0;2;;3.25;Salsipuedes
17208;97;0;7;4;4;Macumba
17209;-57;0;6;4;36.83;Salsipuedes
17210;0;0;;;4.5;Salsipuedes
17211;43;0;5;4;1.83;Salsipuedes
17212;-24;0;4;1;31.5;Salsipuedes
17213;-82;0;5;7;6.58;Salsipuedes
17214;217;0;;;18.41;Salsipuedes
17215;105;0;3;5;22.08;Salsipuedes
17216;-25;0;;;3.66;Salsipuedes
17217;-10;0;;;7.33;Salsipuedes
17218;145;1;3;7;1;Salsipuedes
17219;427;0;7;3;26.33;Salsipuedes
17220;-28;0;;4;3.75;Salsipuedes
17221;-91;0;5;2;3.41;Salsipuedes
17222;-1;0;3;6;15.91;Salsipuedes
17223;-148;0;4;6;14.25;Salsipuedes
17224;123;0;2;4;3.66;Salsipuedes
17225;-179;0;6;4;30.25;Macumba
17226;296;0;5;3;6.58;Macumba
17227;-73;0;;2;23.75;Salsipuedes
17228;16;0;1;4;5.41;Salsipuedes
17229;-24;0;2;2;6.41;Salsipuedes
17230;-21;0;;;1.66;Losmochis
17231;287;0;3;9;8.66;Macumba
17232;-48;0;2;7;4.75;Salsipuedes
17233;31;0;7;7;18;Salsipuedes
17234;-143;0;2;5;4.16;Macumba
17235;-78;0;7;1;16.66;Losmochis
17236;-99;1;2;6;6.75;Macumba
17237;990;0;6;3;24.75;Losmochis
17238;85;0;4;9;5.33;Salsipuedes
17239;-35;0;4;6;4.5;Salsipuedes
17240;-12;0;;;0.41;Salsipuedes
17241;-62;0;7;1;21.41;Salsipuedes
17242;-104;0;5;5;6.41;Losmochis
17243;-106;0;;;16;Salsipuedes
17244;87;0;5;9;8.66;Salsipuedes
17245;-28;0;4;4;2.41;Macumba
17246;45;0;4;5;9.5;Salsipuedes
17247;3;0;5;6;1.41;Salsipuedes
17248;58;0;5;4;25.58;Macumba
17249;-31;0;;;3;Salsipuedes
17250;186;0;2;6;1.66;Salsipuedes
17251;44;0;5;9;7.5;Salsipuedes
17252;-99;0;2;6;6.83;Salsipuedes
17253;-65;1;4;6;27.5;Macumba
17254;18;0;3;8;3.33;Salsipuedes
17255;-5;0;;;0.91;Losmochis
17256;162;0;7;2;8.83;Salsipuedes
17257;-78;0;7;4;35;Salsipuedes
17258;447;0;6;8;7.58;Salsipuedes
17259;220;0;;;1.5;Salsipuedes
17260;-56;0;4;9;8.91;Macumba
17261;-5;0;;;15.5;Salsipuedes
17262;63;0;5;6;1.75;Salsipuedes
17263;-56;0;;;3.5;Salsipuedes
17264;-14;0;2;3;3.41;Salsipuedes
17265;-102;0;3;7;23.5;Salsipuedes
17266;940;0;;;28.83;Salsipuedes
17267;-22;0;2;6;3.08;Salsipuedes
17268;-159;0;;;6.83;Salsipuedes
17269;21;0;2;6;10.91;Macumba
17270;-34;0;2;6;4.66;Salsipuedes
17271;13;0;;;0.25;Salsipuedes
17272;-10;0;4;9;11.83;Salsipuedes
17273;16;0;;;4.75;Macumba
17274;-30;0;;;2.91;Salsipuedes
17275;264;0;;;21.83;Salsipuedes
17276;311;0;1;7;3.08;Salsipuedes
17277;287;0;4;6;9.08;Salsipuedes
17278;-16;0;4;5;8.75;Macumba
17279;497;0;4;6;0.91;Macumba
17280;-45;0;;;6.75;Salsipuedes
17281;-36;0;4;3;6.33;Salsipuedes
17282;52;0;4;8;15.33;Salsipuedes
17283;-24;0;2;3;8.66;Salsipuedes
17284;194;0;4;6;0.5;Macumba
17285;-91;0;3;9;11.5;Salsipuedes
17286;-2;0;;;8.41;Salsipuedes
17287;-26;0;;;7.41;Losmochis
17288;253;0;2;1;5.58;Losmochis
17289;991;0;7;2;35.66;Macumba
17290;305;0;;;4.25;Salsipuedes
17291;-16;1;3;9;12.33;Salsipuedes
17292;-1;0;;;2.25;Salsipuedes
17293;2;0;;;1.33;Salsipuedes
17294;179;0;2;4;10.66;Salsipuedes
17295;1121;0;3;9;5.58;Salsipuedes
17296;1;0;;5;6.91;Salsipuedes
17297;-29;0;;;7.91;Salsipuedes
17298;-21;0;3;4;0.33;Salsipuedes
17299;-59;0;7;2;10.75;Salsipuedes
17300;36;0;;;1.33;Salsipuedes
17301;-31;1;3;1;4;Salsipuedes
17302;366;1;;;4.5;Salsipuedes
17303;-33;0;;1;1.08;Salsipuedes
17304;-10;0;;;14.91;Salsipuedes
17305;-24;0;6;3;4.16;Salsipuedes
17306;-16;0;2;4;2.66;Losmochis
17307;-95;0;6;5;28.41;Salsipuedes
17308;-30;0;;;4.5;Salsipuedes
17309;458;0;4;7;8.58;Salsipuedes
17310;36;0;2;4;1.75;Salsipuedes
17311;12;0;3;8;1.25;Salsipuedes
17312;-84;0;4;5;3.41;Salsipuedes
17313;1126;0;3;7;15.58;Salsipuedes
17314;-50;0;3;4;13.33;Salsipuedes
17315;44;0;3;6;4.08;Salsipuedes
17316;-69;1;3;5;5.25;Salsipuedes
17317;577;1;3;8;16.75;Salsipuedes
17318;13;0;7;7;21.58;Salsipuedes
17319;-38;1;;;8.58;Salsipuedes
17320;-6;1;4;3;13.16;Salsipuedes
17321;-47;0;4;6;13.91;Salsipuedes
17322;142;0;4;9;26.75;Salsipuedes
17323;-68;0;2;5;9.5;Macumba
17324;121;1;4;7;7.5;Salsipuedes
17325;-4;0;3;9;6.58;Salsipuedes
17326;-73;1;6;6;9.08;Salsipuedes
17327;193;0;3;7;21.5;Salsipuedes
17328;111;0;;;5.5;Salsipuedes
17329;194;0;7;2;0.16;Macumba
17330;12;0;;;2.33;Salsipuedes
17331;-130;0;;;4.25;Salsipuedes
17332;203;0;4;6;8.58;Salsipuedes
17333;-17;0;3;6;4.83;Losmochis
17334;-18;0;7;1;6;Salsipuedes
17335;1042;1;5;8;20.66;Salsipuedes
17336;-5;0;2;8;2.91;Salsipuedes
17337;182;0;4;7;5.66;Salsipuedes
17338;-18;0;2;1;3;Macumba
17339;-45;0;3;7;0.16;Macumba
17340;12;0;;;0.5;Salsipuedes
17341;132;0;;;19.25;Salsipuedes
17342;81;1;3;3;11.33;Salsipuedes
17343;1323;0;7;1;23.58;Losmochis
17344;-26;0;;;0.75;Salsipuedes
17345;-2;0;;;0.58;Salsipuedes
17346;10;0;;;0.16;Salsipuedes
17347;-79;0;4;5;5.33;Salsipuedes
17348;-60;1;2;4;3.16;Salsipuedes
17349;13;0;5;9;5.5;Salsipuedes
17350;-129;0;;;3.75;Salsipuedes
17351;-46;0;;;17.33;Salsipuedes
17352;450;0;6;4;11.41;Salsipuedes
17353;109;0;;;12.83;Salsipuedes
17354;-3;0;4;8;9.5;Macumba
17355;-18;0;2;1;2.41;Salsipuedes
17356;115;0;4;6;18.5;Salsipuedes
17357;-64;0;4;7;6.25;Salsipuedes
17358;270;0;7;3;19.16;Salsipuedes
17359;-36;0;4;;6.66;Salsipuedes
17360;-26;0;2;6;4;Salsipuedes
17361;57;0;2;7;11.75;Salsipuedes
17362;1786;0;7;6;29.25;Macumba
17363;-59;0;5;2;4.25;Salsipuedes
17364;-73;0;;;10.91;Salsipuedes
17365;328;0;7;6;9.08;Salsipuedes
17366;1717;0;6;8;21.33;Salsipuedes
17367;88;0;2;4;9.33;Salsipuedes
17368;80;0;4;8;8.66;Macumba
17369;-8;0;;;14.75;Losmochis
17370;349;0;3;9;3.33;Salsipuedes
17371;64;1;5;9;11.58;Salsipuedes
17372;211;0;7;2;24.91;Salsipuedes
17373;219;0;6;6;21;Salsipuedes
17374;94;0;5;3;8.58;Salsipuedes
17375;1233;0;;;6.25;Losmochis
17376;-49;0;;;8.25;Salsipuedes
17377;113;0;7;1;18.91;Losmochis
17378;-15;0;;5;7;Macumba
17379;-51;0;4;6;1.83;Salsipuedes
17380;45;0;3;5;5.25;Macumba
17381;675;0;7;4;28.66;Salsipuedes
17382;7;0;3;3;5.58;Salsipuedes
17383;-40;0;4;6;11.58;Salsipuedes
17384;326;0;2;7;5.91;Macumba
17385;401;0;2;9;2.75;Salsipuedes
17386;88;0;2;7;4.5;Losmochis
17387;-21;0;;;1.41;Salsipuedes
17388;596;0;3;8;6.33;Macumba
17389;-7;0;4;7;16;Salsipuedes
17390;304;0;7;3;1.58;Salsipuedes
17391;6;0;;;2;Macumba
17392;727;0;4;9;10.58;Salsipuedes
17393;180;0;2;9;5.33;Salsipuedes
17394;-72;0;6;4;23.41;Salsipuedes
17395;500;1;;;4.91;Macumba
17396;-113;0;6;5;26.83;Macumba
17397;26;0;4;4;17.5;Salsipuedes
17398;1455;0;4;7;4.41;Salsipuedes
17399;4;0;;;4.41;Salsipuedes
17400;-55;0;3;6;16.66;Macumba
17401;-18;0;;;0.91;Salsipuedes
17402;-82;0;;;11.08;Salsipuedes
17403;729;0;4;9;1.58;Salsipuedes
17404;509;0;6;2;13.58;Salsipuedes
17405;-61;0;6;5;34.5;Macumba
17406;424;1;;;2.66;Losmochis
17407;118;0;7;6;19.16;Salsipuedes
17408;165;0;;;0.16;Macumba
17409;-56;0;7;3;3.66;Salsipuedes
17410;-4;0;5;9;10.58;Salsipuedes
17411;593;0;5;6;9.66;Losmochis
17412;-196;0;4;6;18.41;Salsipuedes
17413;14;0;;;3.58;Salsipuedes
17414;9;0;7;4;0.91;Macumba
17415;36;0;3;7;19.08;Macumba
17416;-22;0;;;4.08;Losmochis
17417;-183;0;3;3;2.58;Salsipuedes
17418;-62;0;6;2;7.08;Salsipuedes
17419;-25;0;5;7;25;Salsipuedes
17420;17;0;;5;1.5;Salsipuedes
17421;-35;0;;;3.91;Salsipuedes
17422;-32;0;3;6;1.08;Losmochis
17423;-48;0;6;3;0.16;Salsipuedes
17424;15;0;7;9;8.41;Salsipuedes
17425;52;0;2;9;8.5;Salsipuedes
17426;179;0;3;4;6.75;Salsipuedes
17427;172;0;7;1;14.33;Salsipuedes
17428;351;0;5;7;3.5;Salsipuedes
17429;139;0;3;9;7.41;Salsipuedes
17430;-18;0;2;6;2;Salsipuedes
17431;98;1;3;9;22.75;Salsipuedes
17432;48;0;4;9;5.08;Salsipuedes
17433;-41;0;4;1;1.66;Salsipuedes
17434;-79;1;2;6;9.75;Macumba
17435;-149;0;5;6;40.16;Salsipuedes
17436;0;0;;;5.08;Salsipuedes
17437;-95;0;2;3;10.08;Salsipuedes
17438;-35;0;6;3;13.33;Losmochis
17439;254;0;7;5;22.08;Macumba
17440;16;0;;;0.25;Macumba
17441;308;0;6;4;15.66;Salsipuedes
17442;145;0;2;1;5.25;Salsipuedes
17443;-21;0;;;0.5;Salsipuedes
17444;20;0;2;6;4;Salsipuedes
17445;769;0;7;1;19.25;Losmochis
17446;-46;0;;;7.58;Salsipuedes
17447;-18;0;4;7;6.66;Salsipuedes
17448;-81;0;6;3;18.16;Salsipuedes
17449;39;0;;;0.66;Salsipuedes
17450;570;0;5;4;28.33;Salsipuedes
17451;-70;0;;;3.08;Salsipuedes
17452;10;0;;;1.5;Salsipuedes
17453;-58;0;;;3;Salsipuedes
17454;-61;0;2;;6.66;Salsipuedes
17455;238;0;4;7;14.5;Salsipuedes
17456;-3;0;;;5.41;Salsipuedes
17457;-67;0;6;4;12.41;Salsipuedes
17458;834;1;2;7;4.16;Macumba
17459;87;0;;;30.75;Salsipuedes
17460;401;0;4;9;2.58;Salsipuedes
17461;-121;0;4;4;6.75;Salsipuedes
17462;5;0;;;29.25;Salsipuedes
17463;375;0;5;6;5.08;Salsipuedes
17464;356;0;4;6;11.08;Salsipuedes
17465;-4;0;6;4;15.25;Salsipuedes
17466;-97;0;3;8;6;Salsipuedes
17467;-2;0;3;1;6.41;Macumba
17468;156;0;6;3;34.33;Losmochis
17469;-162;1;2;4;6.16;Salsipuedes
17470;307;0;7;1;29;Salsipuedes
17471;86;0;;;0.83;Salsipuedes
17472;337;0;4;8;3.58;Macumba
17473;-50;0;5;6;5.41;Salsipuedes
17474;-45;0;5;9;10.66;Macumba
17475;-37;0;;;4.41;Salsipuedes
17476;330;0;;;26.08;Salsipuedes
17477;-3;0;;;6.16;Salsipuedes
17478;-50;0;2;9;5.91;Salsipuedes
17479;37;0;6;1;16.16;Macumba
17480;-70;0;5;;6;Salsipuedes
17481;68;0;6;9;13;Macumba
17482;-78;0;7;1;6.58;Salsipuedes
17483;15;0;;;4.08;Macumba
17484;301;0;4;8;9.25;Salsipuedes
17485;585;1;4;9;21.5;Salsipuedes
17486;117;0;5;9;8.5;Salsipuedes
17487;1;0;2;5;4.75;Salsipuedes
17488;103;1;4;6;23.91;Salsipuedes
17489;300;0;7;9;0.58;Salsipuedes
17490;38;0;;;5;Losmochis
17491;-106;0;;;10.75;Salsipuedes
17492;-67;0;6;8;24.16;Salsipuedes
17493;-17;0;4;1;15.25;Macumba
17494;102;0;2;7;8.33;Salsipuedes
17495;178;0;;;3.08;Salsipuedes
17496;-33;0;4;7;11.41;Salsipuedes
17497;-14;0;;;4.5;Salsipuedes
17498;23;0;;;0.91;Macumba
17499;62;0;;;6.16;Salsipuedes
17500;142;1;5;5;19.08;Losmochis
17501;47;0;;;0.25;Macumba
17502;-32;0;5;4;18.33;Salsipuedes
17503;-12;0;4;6;5.16;Losmochis
17504;95;0;4;7;4.16;Salsipuedes
17505;129;0;3;7;21.83;Salsipuedes
17506;8;0;;;0.5;Salsipuedes
17507;-16;0;7;9;1;Salsipuedes
17508;-14;0;;6;0.83;Macumba
17509;130;0;1;1;4.16;Salsipuedes
17510;19;0;;;11.33;Salsipuedes
17511;-55;0;4;1;0.83;Macumba
17512;-19;0;2;6;4.33;Salsipuedes
17513;-30;0;6;1;15.08;Losmochis
17514;-176;0;;;3.25;Salsipuedes
17515;203;1;3;7;4.16;Salsipuedes
17516;-2;0;2;6;0.25;Salsipuedes
17517;-31;0;6;4;20.66;Salsipuedes
17518;18;0;5;6;9.66;Salsipuedes
17519;150;0;3;9;4.41;Salsipuedes
17520;-5;0;2;7;1.33;Salsipuedes
17521;-5;0;;;1.16;Salsipuedes
17522;186;0;6;5;31.33;Salsipuedes
17523;173;0;4;7;30.08;Salsipuedes
17524;-6;0;1;5;2.41;Salsipuedes
17525;32;0;4;8;2.75;Salsipuedes
17526;46;0;3;7;4.58;Salsipuedes
17527;32;1;4;9;7.83;Salsipuedes
17528;97;0;7;3;19.16;Macumba
17529;6;1;2;8;6.41;Salsipuedes
17530;-46;0;4;2;1.91;Salsipuedes
17531;5;0;;;2.83;Salsipuedes
17532;8;0;6;9;9.25;Salsipuedes
17533;-43;0;4;5;18.41;Losmochis
17534;-17;0;5;7;32.16;Salsipuedes
17535;-63;0;5;;7;Salsipuedes
17536;192;0;4;6;2;Salsipuedes
17537;525;0;6;3;7.33;Salsipuedes
17538;-54;0;4;6;18.08;Losmochis
17539;1299;1;2;9;1.33;Salsipuedes
17540;-47;0;4;5;21.33;Salsipuedes
17541;-92;0;;;15.25;Salsipuedes
17542;-43;0;;;2.25;Salsipuedes
17543;-19;0;;;9.75;Salsipuedes
17544;-8;0;3;6;4.16;Salsipuedes
17545;-208;1;6;4;11.41;Losmochis
17546;25;1;2;5;1.5;Salsipuedes
17547;11;0;2;3;5.08;Salsipuedes
17548;307;1;2;6;5.58;Salsipuedes
17549;823;0;7;6;31.66;Salsipuedes
17550;-79;0;5;6;33.58;Macumba
17551;293;0;;;32.58;Salsipuedes
17552;-35;0;1;3;3.75;Salsipuedes
17553;20;0;;;8.08;Salsipuedes
17554;-31;0;4;7;4.66;Salsipuedes
17555;-7;0;;7;7.41;Salsipuedes
17556;-1;0;3;6;7;Salsipuedes
17557;-79;0;6;1;17.91;Salsipuedes
17558;-138;1;6;7;27.83;Salsipuedes
17559;247;0;3;7;14.08;Salsipuedes
17560;141;1;2;6;5.25;Salsipuedes
17561;150;1;1;6;12.16;Salsipuedes
17562;-24;0;7;2;34.33;Losmochis
17563;490;0;5;5;13.58;Salsipuedes
17564;5;0;4;6;5.16;Salsipuedes
17565;29;1;4;4;9.16;Losmochis
17566;231;0;5;6;30.91;Macumba
17567;17;0;1;3;5.58;Salsipuedes
17568;-23;0;7;1;1.91;Salsipuedes
17569;9;1;1;6;6.58;Salsipuedes
17570;137;0;6;1;15.5;Macumba
17571;8;0;2;3;10.16;Losmochis
17572;-8;0;;;3.08;Salsipuedes
17573;80;0;;;7.91;Salsipuedes
17574;-24;1;2;9;6.08;Salsipuedes
17575;60;0;6;3;15.75;Salsipuedes
17576;-126;0;2;6;5.08;Salsipuedes
17577;-47;0;;;5.41;Salsipuedes
17578;-64;0;2;3;5.5;Macumba
17579;-114;0;7;1;18.58;Losmochis
17580;-70;0;6;5;14.58;Salsipuedes
17581;-65;0;3;1;6.58;Salsipuedes
17582;42;0;2;;0.5;Salsipuedes
17583;-31;0;3;4;4.66;Macumba
17584;149;0;4;8;14;Salsipuedes
17585;1632;0;4;8;10.66;Salsipuedes
17586;67;0;7;1;7.91;Salsipuedes
17587;3;0;;;6.91;Salsipuedes
17588;-161;0;2;9;4;Macumba
17589;44;0;3;6;9.25;Salsipuedes
17590;630;0;3;6;2.66;Macumba
17591;434;0;4;9;12.41;Salsipuedes
17592;-80;0;;4;2;Losmochis
17593;-95;0;5;8;12.58;Salsipuedes
17594;-79;0;;;16.66;Salsipuedes
17595;223;0;5;9;11.33;Salsipuedes
17596;-69;0;3;4;2.25;Losmochis
17597;-21;0;3;4;19.08;Losmochis
17598;-1;0;;;3.25;Salsipuedes
17599;183;0;5;8;10.83;Salsipuedes
17600;17;1;3;6;9.91;Salsipuedes
17601;177;0;3;7;9.25;Salsipuedes
17602;345;0;4;6;7.91;Salsipuedes
17603;317;1;2;6;9.58;Salsipuedes
17604;-9;0;;6;5.08;Salsipuedes
17605;-27;0;;;0.66;Losmochis
17606;1867;0;4;9;23.33;Salsipuedes
17607;142;0;3;8;12.16;Salsipuedes
17608;84;0;3;6;7.83;Salsipuedes
17609;-22;0;;;15.5;Salsipuedes
17610;88;0;4;7;7.83;Salsipuedes
17611;153;0;4;9;11.58;Salsipuedes
17612;511;0;6;5;37.41;Losmochis
17613;16;0;6;7;15.91;Salsipuedes
17614;240;0;;;33.66;Macumba
17615;1328;0;3;9;14.91;Salsipuedes
17616;152;0;3;;6.66;Salsipuedes
17617;1046;0;4;9;8.91;Salsipuedes
17618;14;0;2;6;2.25;Salsipuedes
17619;46;0;5;4;5.75;Salsipuedes
17620;-146;0;6;7;13.08;Salsipuedes
17621;311;0;7;5;22.08;Salsipuedes
17622;963;0;4;8;8.16;Macumba
17623;-28;0;4;7;2.66;Salsipuedes
17624;508;0;4;6;17.16;Salsipuedes
17625;120;0;3;3;6.5;Salsipuedes
17626;362;0;3;8;16.83;Salsipuedes
17627;-47;0;;;0.83;Salsipuedes
17628;-18;0;7;6;33.83;Salsipuedes
17629;-26;0;;;7.08;Salsipuedes
17630;279;0;3;5;10.58;Salsipuedes
17631;-98;0;3;7;6.33;Salsipuedes
17632;244;0;2;5;2;Salsipuedes
17633;192;1;3;9;14.5;Salsipuedes
17634;-55;0;;;14.08;Salsipuedes
17635;-197;0;5;6;17.08;Salsipuedes
17636;275;0;3;6;3.08;Salsipuedes
17637;-29;0;3;3;0.91;Salsipuedes
17638;-84;0;2;6;9.41;Salsipuedes
17639;-12;0;;;0.41;Salsipuedes
17640;-10;0;2;4;1.75;Salsipuedes
17641;-12;0;;;2.5;Salsipuedes
17642;-23;0;;;13.41;Salsipuedes
17643;635;0;3;9;6.58;Salsipuedes
17644;186;0;;;5.16;Salsipuedes
17645;252;0;4;7;28.33;Salsipuedes
17646;-14;0;2;4;4.58;Macumba
17647;89;0;7;8;14.58;Salsipuedes
17648;286;0;4;3;27.16;Salsipuedes
17649;344;0;4;9;7.58;Salsipuedes
17650;354;0;4;8;22.58;Salsipuedes
17651;-18;0;;;4.58;Salsipuedes
17652;-162;0;;;25.91;Macumba
17653;698;0;5;7;20.25;Salsipuedes
17654;92;0;5;9;25.08;Salsipuedes
17655;-66;0;;3;3.33;Losmochis
17656;-71;0;6;1;6.58;Salsipuedes
17657;40;0;7;8;5;Salsipuedes
17658;248;0;6;9;1.75;Macumba
17659;438;0;3;6;4.41;Macumba
17660;984;0;6;5;5.66;Macumba
17661;24;0;3;8;17.5;Salsipuedes
17662;-20;0;4;6;11;Salsipuedes
17663;-73;0;4;3;10.91;Salsipuedes
17664;-97;0;4;7;14.91;Losmochis
17665;-3;0;3;6;14.75;Salsipuedes
17666;51;0;4;7;5.66;Salsipuedes
17667;331;0;6;3;31.33;Salsipuedes
17668;-95;0;6;7;8.08;Salsipuedes
17669;91;0;5;7;33.83;Macumba
17670;179;0;2;3;6.41;Salsipuedes
17671;-37;0;7;7;15;Salsipuedes
17672;-14;0;6;7;22.08;Salsipuedes
17673;-213;1;2;6;4.5;Salsipuedes
17674;-5;0;4;6;7.33;Salsipuedes
17675;197;0;7;4;25.83;Salsipuedes
17676;25;0;;;3.33;Macumba
17677;4;0;3;8;9.91;Salsipuedes
17678;41;0;;;27.58;Salsipuedes
17679;-11;0;;;0.25;Salsipuedes
17680;110;0;3;7;3.58;Salsipuedes
17681;340;0;;;7.58;Salsipuedes
17682;904;0;7;6;31.58;Salsipuedes
17683;95;0;4;4;4.58;Macumba
17684;114;0;3;5;3.25;Losmochis
17685;712;1;4;6;13.58;Salsipuedes
17686;184;1;3;6;6.25;Salsipuedes
17687;204;0;;;22.75;Macumba
17688;660;0;3;6;11.33;Salsipuedes
17689;-31;1;4;3;5.16;Salsipuedes
17690;215;0;2;3;3.33;Salsipuedes
17691;61;0;6;5;3.75;Macumba
17692;-44;0;4;4;5.08;Salsipuedes
17693;-23;0;;;16.08;Salsipuedes
17694;-55;0;;;9;Losmochis
17695;-30;0;6;6;13.16;Macumba
17696;-55;0;4;1;4.16;Macumba
17697;-29;1;;;3.5;Salsipuedes
17698;38;0;6;2;30.08;Salsipuedes
17699;-35;0;5;1;12.08;Salsipuedes
17700;1146;0;2;5;6.75;Salsipuedes
17701;428;0;;;11.58;Losmochis
17702;154;0;5;6;14.91;Salsipuedes
17703;-59;0;;;2.25;Salsipuedes
17704;-55;0;;;3.5;Macumba
17705;-1;0;;;8.16;Salsipuedes
17706;-15;0;3;7;7.75;Salsipuedes
17707;177;1;3;7;15.25;Salsipuedes
17708;-47;0;2;1;0.5;Salsipuedes
17709;-20;0;1;;14.66;Salsipuedes
17710;284;0;;;7.58;Losmochis
17711;629;0;;;30.75;Salsipuedes
17712;238;0;7;2;31.83;Salsipuedes
17713;-48;0;3;3;4;Salsipuedes
17714;-18;0;6;3;17.75;Salsipuedes
17715;858;0;;;12.91;Salsipuedes
17716;-31;0;7;1;22.08;Salsipuedes
17717;-97;0;4;3;18.58;Salsipuedes
17718;547;0;4;6;9.5;Salsipuedes
17719;164;0;7;9;8.58;Salsipuedes
17720;162;0;;;3.66;Salsipuedes
17721;-18;0;;;0.83;Salsipuedes
17722;32;1;4;3;1.75;Salsipuedes
17723;17;0;;;6.16;Salsipuedes
17724;168;0;5;8;3;Salsipuedes
17725;-55;0;;;15.33;Salsipuedes
17726;13;0;;;1.25;Salsipuedes
17727;-70;0;;;0.66;Salsipuedes
17728;-30;0;4;;4.33;Salsipuedes
17729;-130;1;2;3;6.58;Salsipuedes
17730;-2;0;3;6;2;Salsipuedes
17731;28;0;5;1;7.16;Losmochis
17732;111;0;7;6;9;Salsipuedes
17733;-24;0;1;3;4.16;Salsipuedes
17734;-116;0;;;25.16;Salsipuedes
17735;-13;0;;;7.33;Losmochis
17736;159;1;3;4;4.58;Losmochis
17737;-17;0;6;4;3.16;Losmochis
17738;-110;0;5;6;23.16;Salsipuedes
17739;128;0;;;21.25;Macumba
17740;1128;0;;9;20.91;Salsipuedes
17741;5;0;5;3;13;Losmochis
17742;-135;0;4;2;10.5;Losmochis
17743;290;1;3;8;14.33;Salsipuedes
17744;193;0;3;7;8.41;Losmochis
17745;1171;1;4;9;26.66;Salsipuedes
17746;168;0;6;4;20;Salsipuedes
17747;-2;1;3;8;8.66;Macumba
17748;-15;0;7;5;3.41;Salsipuedes
17749;-17;0;7;4;0.66;Macumba
17750;130;0;4;6;24.83;Salsipuedes
17751;1;1;3;8;6.66;Salsipuedes
17752;99;0;5;4;10.91;Salsipuedes
17753;-153;1;4;4;5.58;Salsipuedes
17754;2;0;4;3;6.83;Salsipuedes
17755;283;0;2;6;5.5;Salsipuedes
17756;172;0;4;5;8.58;Salsipuedes
17757;87;0;;;14.41;Salsipuedes
17758;244;0;6;5;20.58;Losmochis
17759;-59;0;2;9;4.75;Salsipuedes
17760;20;0;4;5;3.75;Losmochis
17761;236;0;7;8;16.83;Salsipuedes
17762;-41;0;4;9;5.91;Salsipuedes
17763;-96;0;2;4;3.08;Salsipuedes
17764;-55;0;4;6;14.75;Salsipuedes
17765;191;0;;;3.5;Salsipuedes
17766;-15;0;7;6;3.5;Salsipuedes
17767;-111;0;4;7;25.5;Macumba
17768;344;0;;;6.25;Salsipuedes
17769;-21;0;3;1;16.08;Salsipuedes
17770;895;0;6;2;15.16;Salsipuedes
17771;-19;0;7;8;1.91;Salsipuedes
17772;387;0;3;7;1.16;Salsipuedes
17773;32;0;;;12.83;Salsipuedes
17774;-165;0;1;2;4.5;Salsipuedes
17775;-109;0;1;8;2;Salsipuedes
17776;924;0;3;4;21.33;Salsipuedes
17777;-27;0;5;7;1.58;Salsipuedes
17778;-57;0;6;1;2.41;Salsipuedes
17779;-84;0;5;7;4.5;Salsipuedes
17780;1;0;;;0.83;Salsipuedes
17781;13;0;;;1.91;Salsipuedes
17782;-21;0;5;9;8;Salsipuedes
17783;370;0;3;6;8.58;Salsipuedes
17784;-53;0;7;1;19.75;Salsipuedes
17785;73;0;5;1;5.58;Losmochis
17786;114;0;6;7;8.83;Salsipuedes
17787;-7;0;;;4.83;Salsipuedes
17788;-2;0;;;2.41;Salsipuedes
17789;-62;0;7;6;2.83;Macumba
17790;2;0;;;0.83;Salsipuedes
17791;39;0;6;1;34.58;Losmochis
17792;-25;0;3;7;2.41;Salsipuedes
17793;-35;0;;;6.75;Macumba
17794;5;0;5;7;28.16;Salsipuedes
17795;654;1;2;9;1.25;Salsipuedes
17796;-11;0;3;7;11.33;Salsipuedes
17797;214;0;2;9;2.41;Salsipuedes
17798;16;0;;;8.75;Salsipuedes
17799;10;0;2;6;9.66;Losmochis
17800;103;0;4;7;9.83;Salsipuedes
17801;0;0;3;3;3.66;Salsipuedes
17802;482;0;;;10.41;Salsipuedes
17803;-94;0;4;6;14.75;Salsipuedes
17804;-160;0;;1;6.25;Salsipuedes
17805;1094;1;5;9;21.16;Salsipuedes
17806;-69;1;4;4;3.41;Losmochis
17807;-12;0;;;4.08;Salsipuedes
17808;-29;0;;;2.66;Salsipuedes
17809;195;0;4;6;15.75;Salsipuedes
17810;117;0;3;3;11.75;Macumba
17811;41;0;;;12.5;Macumba
17812;-202;1;1;3;0.91;Salsipuedes
17813;-60;0;6;1;1.91;Salsipuedes
17814;328;0;4;5;25;Salsipuedes
17815;-9;0;5;5;0.25;Salsipuedes
17816;27;0;5;6;23.5;Salsipuedes
17817;302;0;7;3;22.33;Salsipuedes
17818;-118;0;5;8;23.91;Salsipuedes
17819;352;0;2;4;2.16;Salsipuedes
17820;-18;0;;;11.25;Losmochis
17821;-37;0;5;6;4.16;Salsipuedes
17822;56;0;;;25.5;Salsipuedes
17823;-22;0;4;7;11.75;Salsipuedes
17824;238;0;3;6;8;Salsipuedes
17825;-27;0;2;2;3.08;Macumba
17826;256;1;;;4.08;Salsipuedes
17827;312;0;4;9;16.33;Salsipuedes
17828;-12;0;4;6;5.08;Salsipuedes
17829;-174;0;2;1;6.41;Macumba
17830;321;0;;;15.08;Salsipuedes
